instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,count,cnt,type
672,2012-11-02T00:00:00Z,fall,1,11,0,Fri,1,1,0.355,0.356042,0.522083,0.266175,618,5847,casual
673,2012-11-03T00:00:00Z,fall,1,11,0,Sat,0,2,0.343333,0.323846,0.49125,0.270529,1029,5138,casual
674,2012-11-04T00:00:00Z,fall,1,11,0,Sun,0,1,0.325833,0.329538,0.532917,0.179108,1201,5107,casual
675,2012-11-05T00:00:00Z,fall,1,11,0,Mon,1,1,0.319167,0.308075,0.494167,0.236325,378,5259,casual
676,2012-11-06T00:00:00Z,fall,1,11,0,Tues,1,1,0.280833,0.281567,0.567083,0.173513,466,5686,casual
677,2012-11-07T00:00:00Z,fall,1,11,0,Wed,1,2,0.295833,0.274621,0.5475,0.304108,326,5035,casual
678,2012-11-08T00:00:00Z,fall,1,11,0,Thu,1,1,0.352174,0.341891,0.333478,0.347835,340,5315,casual
679,2012-11-09T00:00:00Z,fall,1,11,0,Fri,1,1,0.361667,0.355413,0.540833,0.214558,709,5992,casual
680,2012-11-10T00:00:00Z,fall,1,11,0,Sat,0,1,0.389167,0.393937,0.645417,0.0578458,2090,6536,casual
681,2012-11-11T00:00:00Z,fall,1,11,0,Sun,0,1,0.420833,0.421713,0.659167,0.1275,2290,6852,casual
682,2012-11-12T00:00:00Z,fall,1,11,1,Mon,0,1,0.485,0.475383,0.741667,0.173517,1097,6269,casual
683,2012-11-13T00:00:00Z,fall,1,11,0,Tues,1,2,0.343333,0.323225,0.662917,0.342046,327,4094,casual
684,2012-11-14T00:00:00Z,fall,1,11,0,Wed,1,1,0.289167,0.281563,0.552083,0.199625,373,5495,casual
685,2012-11-15T00:00:00Z,fall,1,11,0,Thu,1,2,0.321667,0.324492,0.620417,0.152987,320,5445,casual
686,2012-11-16T00:00:00Z,fall,1,11,0,Fri,1,1,0.345,0.347204,0.524583,0.171025,484,5698,casual
687,2012-11-17T00:00:00Z,fall,1,11,0,Sat,0,1,0.325,0.326383,0.545417,0.179729,1313,5629,casual
688,2012-11-18T00:00:00Z,fall,1,11,0,Sun,0,1,0.3425,0.337746,0.692917,0.227612,922,4669,casual
689,2012-11-19T00:00:00Z,fall,1,11,0,Mon,1,2,0.380833,0.375621,0.623333,0.235067,449,5499,casual
690,2012-11-20T00:00:00Z,fall,1,11,0,Tues,1,2,0.374167,0.380667,0.685,0.082725,534,5634,casual
691,2012-11-21T00:00:00Z,fall,1,11,0,Wed,1,1,0.353333,0.364892,0.61375,0.103246,615,5146,casual
692,2012-11-22T00:00:00Z,fall,1,11,1,Thu,0,1,0.34,0.350371,0.580417,0.0528708,955,2425,casual
693,2012-11-23T00:00:00Z,fall,1,11,0,Fri,1,1,0.368333,0.378779,0.56875,0.148021,1603,3910,casual
694,2012-11-24T00:00:00Z,fall,1,11,0,Sat,0,1,0.278333,0.248742,0.404583,0.376871,532,2277,casual
695,2012-11-25T00:00:00Z,fall,1,11,0,Sun,0,1,0.245833,0.257583,0.468333,0.1505,309,2424,casual
696,2012-11-26T00:00:00Z,fall,1,11,0,Mon,1,1,0.313333,0.339004,0.535417,0.04665,337,5087,casual
697,2012-11-27T00:00:00Z,fall,1,11,0,Tues,1,2,0.291667,0.281558,0.786667,0.237562,123,3959,casual
698,2012-11-28T00:00:00Z,fall,1,11,0,Wed,1,1,0.296667,0.289762,0.50625,0.210821,198,5260,casual
699,2012-11-29T00:00:00Z,fall,1,11,0,Thu,1,1,0.28087,0.298422,0.555652,0.115522,243,5323,casual
700,2012-11-30T00:00:00Z,fall,1,11,0,Fri,1,1,0.298333,0.323867,0.649583,0.0584708,362,5668,casual
701,2012-12-01T00:00:00Z,fall,1,12,0,Sat,0,2,0.298333,0.316904,0.806667,0.0597042,951,5191,casual
702,2012-12-02T00:00:00Z,fall,1,12,0,Sun,0,2,0.3475,0.359208,0.823333,0.124379,892,4649,casual
703,2012-12-03T00:00:00Z,fall,1,12,0,Mon,1,1,0.4525,0.455796,0.7675,0.0827208,555,6234,casual
704,2012-12-04T00:00:00Z,fall,1,12,0,Tues,1,1,0.475833,0.469054,0.73375,0.174129,551,6606,casual
705,2012-12-05T00:00:00Z,fall,1,12,0,Wed,1,1,0.438333,0.428012,0.485,0.324021,331,5729,casual
706,2012-12-06T00:00:00Z,fall,1,12,0,Thu,1,1,0.255833,0.258204,0.50875,0.174754,340,5375,casual
707,2012-12-07T00:00:00Z,fall,1,12,0,Fri,1,2,0.320833,0.321958,0.764167,0.1306,349,5008,casual
708,2012-12-08T00:00:00Z,fall,1,12,0,Sat,0,2,0.381667,0.389508,0.91125,0.101379,1153,5582,casual
709,2012-12-09T00:00:00Z,fall,1,12,0,Sun,0,2,0.384167,0.390146,0.905417,0.157975,441,3228,casual
710,2012-12-10T00:00:00Z,fall,1,12,0,Mon,1,2,0.435833,0.435575,0.925,0.190308,329,5170,casual
711,2012-12-11T00:00:00Z,fall,1,12,0,Tues,1,2,0.353333,0.338363,0.596667,0.296037,282,5501,casual
712,2012-12-12T00:00:00Z,fall,1,12,0,Wed,1,2,0.2975,0.297338,0.538333,0.162937,310,5319,casual
713,2012-12-13T00:00:00Z,fall,1,12,0,Thu,1,1,0.295833,0.294188,0.485833,0.174129,425,5532,casual
714,2012-12-14T00:00:00Z,fall,1,12,0,Fri,1,1,0.281667,0.294192,0.642917,0.131229,429,5611,casual
715,2012-12-15T00:00:00Z,fall,1,12,0,Sat,0,1,0.324167,0.338383,0.650417,0.10635,767,5047,casual
716,2012-12-16T00:00:00Z,fall,1,12,0,Sun,0,2,0.3625,0.369938,0.83875,0.100742,538,3786,casual
717,2012-12-17T00:00:00Z,fall,1,12,0,Mon,1,2,0.393333,0.4015,0.907083,0.0982583,212,4585,casual
718,2012-12-18T00:00:00Z,fall,1,12,0,Tues,1,1,0.410833,0.409708,0.66625,0.221404,433,5557,casual
719,2012-12-19T00:00:00Z,fall,1,12,0,Wed,1,1,0.3325,0.342162,0.625417,0.184092,333,5267,casual
720,2012-12-20T00:00:00Z,fall,1,12,0,Thu,1,2,0.33,0.335217,0.667917,0.132463,314,4128,casual
721,2012-12-21T00:00:00Z,winter,1,12,0,Fri,1,2,0.326667,0.301767,0.556667,0.374383,221,3623,casual
722,2012-12-22T00:00:00Z,winter,1,12,0,Sat,0,1,0.265833,0.236113,0.44125,0.407346,205,1749,casual
723,2012-12-23T00:00:00Z,winter,1,12,0,Sun,0,1,0.245833,0.259471,0.515417,0.133083,408,1787,casual
724,2012-12-24T00:00:00Z,winter,1,12,0,Mon,1,2,0.231304,0.2589,0.791304,0.0772304,174,920,casual
725,2012-12-25T00:00:00Z,winter,1,12,1,Tues,0,2,0.291304,0.294465,0.734783,0.168726,440,1013,casual
726,2012-12-26T00:00:00Z,winter,1,12,0,Wed,1,3,0.243333,0.220333,0.823333,0.316546,9,441,casual
727,2012-12-27T00:00:00Z,winter,1,12,0,Thu,1,2,0.254167,0.226642,0.652917,0.350133,247,2114,casual
728,2012-12-28T00:00:00Z,winter,1,12,0,Fri,1,2,0.253333,0.255046,0.59,0.155471,644,3095,casual
729,2012-12-29T00:00:00Z,winter,1,12,0,Sat,0,2,0.253333,0.2424,0.752917,0.124383,159,1341,casual
730,2012-12-30T00:00:00Z,winter,1,12,0,Sun,0,1,0.255833,0.2317,0.483333,0.350754,364,1796,casual
731,2012-12-31T00:00:00Z,winter,1,12,0,Mon,1,2,0.215833,0.223487,0.5775,0.154846,439,2729,casual
1,2011-01-01T00:00:00Z,winter,0,1,0,Sat,0,2,0.344167,0.363625,0.805833,0.160446,654,985,registered
2,2011-01-02T00:00:00Z,winter,0,1,0,Sun,0,2,0.363478,0.353739,0.696087,0.248539,670,801,registered
3,2011-01-03T00:00:00Z,winter,0,1,0,Mon,1,1,0.196364,0.189405,0.437273,0.248309,1229,1349,registered
4,2011-01-04T00:00:00Z,winter,0,1,0,Tues,1,1,0.2,0.212122,0.590435,0.160296,1454,1562,registered
5,2011-01-05T00:00:00Z,winter,0,1,0,Wed,1,1,0.226957,0.22927,0.436957,0.1869,1518,1600,registered
6,2011-01-06T00:00:00Z,winter,0,1,0,Thu,1,1,0.204348,0.233209,0.518261,0.0895652,1518,1606,registered
7,2011-01-07T00:00:00Z,winter,0,1,0,Fri,1,2,0.196522,0.208839,0.498696,0.168726,1362,1510,registered
8,2011-01-08T00:00:00Z,winter,0,1,0,Sat,0,2,0.165,0.162254,0.535833,0.266804,891,959,registered
9,2011-01-09T00:00:00Z,winter,0,1,0,Sun,0,1,0.138333,0.116175,0.434167,0.36195,768,822,registered
10,2011-01-10T00:00:00Z,winter,0,1,0,Mon,1,1,0.150833,0.150888,0.482917,0.223267,1280,1321,registered
11,2011-01-11T00:00:00Z,winter,0,1,0,Tues,1,2,0.169091,0.191464,0.686364,0.122132,1220,1263,registered
12,2011-01-12T00:00:00Z,winter,0,1,0,Wed,1,1,0.172727,0.160473,0.599545,0.304627,1137,1162,registered
13,2011-01-13T00:00:00Z,winter,0,1,0,Thu,1,1,0.165,0.150883,0.470417,0.301,1368,1406,registered
14,2011-01-14T00:00:00Z,winter,0,1,0,Fri,1,1,0.16087,0.188413,0.537826,0.126548,1367,1421,registered
15,2011-01-15T00:00:00Z,winter,0,1,0,Sat,0,2,0.233333,0.248112,0.49875,0.157963,1026,1248,registered
16,2011-01-16T00:00:00Z,winter,0,1,0,Sun,0,1,0.231667,0.234217,0.48375,0.188433,953,1204,registered
17,2011-01-17T00:00:00Z,winter,0,1,1,Mon,0,2,0.175833,0.176771,0.5375,0.194017,883,1000,registered
18,2011-01-18T00:00:00Z,winter,0,1,0,Tues,1,2,0.216667,0.232333,0.861667,0.146775,674,683,registered
19,2011-01-19T00:00:00Z,winter,0,1,0,Wed,1,2,0.292174,0.298422,0.741739,0.208317,1572,1650,registered
20,2011-01-20T00:00:00Z,winter,0,1,0,Thu,1,2,0.261667,0.25505,0.538333,0.195904,1844,1927,registered
21,2011-01-21T00:00:00Z,winter,0,1,0,Fri,1,1,0.1775,0.157833,0.457083,0.353242,1468,1543,registered
22,2011-01-22T00:00:00Z,winter,0,1,0,Sat,0,1,0.0591304,0.0790696,0.4,0.17197,888,981,registered
23,2011-01-23T00:00:00Z,winter,0,1,0,Sun,0,1,0.0965217,0.0988391,0.436522,0.2466,836,986,registered
24,2011-01-24T00:00:00Z,winter,0,1,0,Mon,1,1,0.0973913,0.11793,0.491739,0.15833,1330,1416,registered
25,2011-01-25T00:00:00Z,winter,0,1,0,Tues,1,2,0.223478,0.234526,0.616957,0.129796,1799,1985,registered
26,2011-01-26T00:00:00Z,winter,0,1,0,Wed,1,3,0.2175,0.2036,0.8625,0.29385,472,506,registered
27,2011-01-27T00:00:00Z,winter,0,1,0,Thu,1,1,0.195,0.2197,0.6875,0.113837,416,431,registered
28,2011-01-28T00:00:00Z,winter,0,1,0,Fri,1,2,0.203478,0.223317,0.793043,0.1233,1129,1167,registered
29,2011-01-29T00:00:00Z,winter,0,1,0,Sat,0,1,0.196522,0.212126,0.651739,0.145365,975,1098,registered
30,2011-01-30T00:00:00Z,winter,0,1,0,Sun,0,1,0.216522,0.250322,0.722174,0.0739826,956,1096,registered
31,2011-01-31T00:00:00Z,winter,0,1,0,Mon,1,2,0.180833,0.18625,0.60375,0.187192,1459,1501,registered
32,2011-02-01T00:00:00Z,winter,0,2,0,Tues,1,2,0.192174,0.23453,0.829565,0.053213,1313,1360,registered
33,2011-02-02T00:00:00Z,winter,0,2,0,Wed,1,2,0.26,0.254417,0.775417,0.264308,1454,1526,registered
34,2011-02-03T00:00:00Z,winter,0,2,0,Thu,1,1,0.186957,0.177878,0.437826,0.277752,1489,1550,registered
35,2011-02-04T00:00:00Z,winter,0,2,0,Fri,1,2,0.211304,0.228587,0.585217,0.127839,1620,1708,registered
36,2011-02-05T00:00:00Z,winter,0,2,0,Sat,0,2,0.233333,0.243058,0.929167,0.161079,905,1005,registered
37,2011-02-06T00:00:00Z,winter,0,2,0,Sun,0,1,0.285833,0.291671,0.568333,0.1418,1269,1623,registered
38,2011-02-07T00:00:00Z,winter,0,2,0,Mon,1,1,0.271667,0.303658,0.738333,0.0454083,1592,1712,registered
39,2011-02-08T00:00:00Z,winter,0,2,0,Tues,1,1,0.220833,0.198246,0.537917,0.36195,1466,1530,registered
40,2011-02-09T00:00:00Z,winter,0,2,0,Wed,1,2,0.134783,0.144283,0.494783,0.188839,1552,1605,registered
41,2011-02-10T00:00:00Z,winter,0,2,0,Thu,1,1,0.144348,0.149548,0.437391,0.221935,1491,1538,registered
42,2011-02-11T00:00:00Z,winter,0,2,0,Fri,1,1,0.189091,0.213509,0.506364,0.10855,1597,1746,registered
43,2011-02-12T00:00:00Z,winter,0,2,0,Sat,0,1,0.2225,0.232954,0.544167,0.203367,1184,1472,registered
44,2011-02-13T00:00:00Z,winter,0,2,0,Sun,0,1,0.316522,0.324113,0.457391,0.260883,1192,1589,registered
45,2011-02-14T00:00:00Z,winter,0,2,0,Mon,1,1,0.415,0.39835,0.375833,0.417908,1705,1913,registered
46,2011-02-15T00:00:00Z,winter,0,2,0,Tues,1,1,0.266087,0.254274,0.314348,0.291374,1675,1815,registered
47,2011-02-16T00:00:00Z,winter,0,2,0,Wed,1,1,0.318261,0.3162,0.423478,0.251791,1897,2115,registered
48,2011-02-17T00:00:00Z,winter,0,2,0,Thu,1,1,0.435833,0.428658,0.505,0.230104,2216,2475,registered
49,2011-02-18T00:00:00Z,winter,0,2,0,Fri,1,1,0.521667,0.511983,0.516667,0.264925,2348,2927,registered
50,2011-02-19T00:00:00Z,winter,0,2,0,Sat,0,1,0.399167,0.391404,0.187917,0.507463,1103,1635,registered
51,2011-02-20T00:00:00Z,winter,0,2,0,Sun,0,1,0.285217,0.27733,0.407826,0.223235,1173,1812,registered
52,2011-02-21T00:00:00Z,winter,0,2,1,Mon,0,2,0.303333,0.284075,0.605,0.307846,912,1107,registered
53,2011-02-22T00:00:00Z,winter,0,2,0,Tues,1,1,0.182222,0.186033,0.577778,0.195683,1376,1450,registered
54,2011-02-23T00:00:00Z,winter,0,2,0,Wed,1,1,0.221739,0.245717,0.423043,0.094113,1778,1917,registered
55,2011-02-24T00:00:00Z,winter,0,2,0,Thu,1,2,0.295652,0.289191,0.697391,0.250496,1707,1807,registered
56,2011-02-25T00:00:00Z,winter,0,2,0,Fri,1,2,0.364348,0.350461,0.712174,0.346539,1341,1461,registered
57,2011-02-26T00:00:00Z,winter,0,2,0,Sat,0,1,0.2825,0.282192,0.537917,0.186571,1545,1969,registered
58,2011-02-27T00:00:00Z,winter,0,2,0,Sun,0,1,0.343478,0.351109,0.68,0.125248,1708,2402,registered
59,2011-02-28T00:00:00Z,winter,0,2,0,Mon,1,2,0.407273,0.400118,0.876364,0.289686,1365,1446,registered
60,2011-03-01T00:00:00Z,winter,0,3,0,Tues,1,1,0.266667,0.263879,0.535,0.216425,1714,1851,registered
61,2011-03-02T00:00:00Z,winter,0,3,0,Wed,1,1,0.335,0.320071,0.449583,0.307833,1903,2134,registered
62,2011-03-03T00:00:00Z,winter,0,3,0,Thu,1,1,0.198333,0.200133,0.318333,0.225754,1562,1685,registered
63,2011-03-04T00:00:00Z,winter,0,3,0,Fri,1,2,0.261667,0.255679,0.610417,0.203346,1730,1944,registered
64,2011-03-05T00:00:00Z,winter,0,3,0,Sat,0,2,0.384167,0.378779,0.789167,0.251871,1437,2077,registered
65,2011-03-06T00:00:00Z,winter,0,3,0,Sun,0,2,0.376522,0.366252,0.948261,0.343287,491,605,registered
66,2011-03-07T00:00:00Z,winter,0,3,0,Mon,1,1,0.261739,0.238461,0.551304,0.341352,1628,1872,registered
67,2011-03-08T00:00:00Z,winter,0,3,0,Tues,1,1,0.2925,0.3024,0.420833,0.12065,1817,2133,registered
68,2011-03-09T00:00:00Z,winter,0,3,0,Wed,1,2,0.295833,0.286608,0.775417,0.22015,1700,1891,registered
69,2011-03-10T00:00:00Z,winter,0,3,0,Thu,1,3,0.389091,0.385668,0,0.261877,577,623,registered
70,2011-03-11T00:00:00Z,winter,0,3,0,Fri,1,2,0.316522,0.305,0.649565,0.23297,1730,1977,registered
71,2011-03-12T00:00:00Z,winter,0,3,0,Sat,0,1,0.329167,0.32575,0.594583,0.220775,1408,2132,registered
72,2011-03-13T00:00:00Z,winter,0,3,0,Sun,0,1,0.384348,0.380091,0.527391,0.270604,1435,2417,registered
73,2011-03-14T00:00:00Z,winter,0,3,0,Mon,1,1,0.325217,0.332,0.496957,0.136926,1687,2046,registered
74,2011-03-15T00:00:00Z,winter,0,3,0,Tues,1,2,0.317391,0.318178,0.655652,0.184309,1767,2056,registered
75,2011-03-16T00:00:00Z,winter,0,3,0,Wed,1,2,0.365217,0.36693,0.776522,0.203117,1871,2192,registered
76,2011-03-17T00:00:00Z,winter,0,3,0,Thu,1,1,0.415,0.410333,0.602917,0.209579,2320,2744,registered
77,2011-03-18T00:00:00Z,winter,0,3,0,Fri,1,1,0.54,0.527009,0.525217,0.231017,2355,3239,registered
78,2011-03-19T00:00:00Z,winter,0,3,0,Sat,0,1,0.4725,0.466525,0.379167,0.368167,1693,3117,registered
79,2011-03-20T00:00:00Z,winter,0,3,0,Sun,0,1,0.3325,0.32575,0.47375,0.207721,1424,2471,registered
80,2011-03-21T00:00:00Z,spring,0,3,0,Mon,1,2,0.430435,0.409735,0.737391,0.288783,1676,2077,registered
81,2011-03-22T00:00:00Z,spring,0,3,0,Tues,1,1,0.441667,0.440642,0.624583,0.22575,2243,2703,registered
82,2011-03-23T00:00:00Z,spring,0,3,0,Wed,1,2,0.346957,0.337939,0.839565,0.234261,1918,2121,registered
83,2011-03-24T00:00:00Z,spring,0,3,0,Thu,1,2,0.285,0.270833,0.805833,0.243787,1699,1865,registered
84,2011-03-25T00:00:00Z,spring,0,3,0,Fri,1,1,0.264167,0.256312,0.495,0.230725,1910,2210,registered
85,2011-03-26T00:00:00Z,spring,0,3,0,Sat,0,1,0.265833,0.257571,0.394167,0.209571,1515,2496,registered
86,2011-03-27T00:00:00Z,spring,0,3,0,Sun,0,2,0.253043,0.250339,0.493913,0.1843,1221,1693,registered
87,2011-03-28T00:00:00Z,spring,0,3,0,Mon,1,1,0.264348,0.257574,0.302174,0.212204,1806,2028,registered
88,2011-03-29T00:00:00Z,spring,0,3,0,Tues,1,1,0.3025,0.292908,0.314167,0.226996,2108,2425,registered
89,2011-03-30T00:00:00Z,spring,0,3,0,Wed,1,2,0.3,0.29735,0.646667,0.17288799999999999,1368,1536,registered
90,2011-03-31T00:00:00Z,spring,0,3,0,Thu,1,3,0.268333,0.257575,0.918333,0.217646,1506,1685,registered
91,2011-04-01T00:00:00Z,spring,0,4,0,Fri,1,2,0.3,0.283454,0.68625,0.258708,1920,2227,registered
92,2011-04-02T00:00:00Z,spring,0,4,0,Sat,0,2,0.315,0.315637,0.65375,0.197146,1354,2252,registered
93,2011-04-03T00:00:00Z,spring,0,4,0,Sun,0,1,0.378333,0.378767,0.48,0.18221300000000001,1598,3249,registered
94,2011-04-04T00:00:00Z,spring,0,4,0,Mon,1,1,0.573333,0.542929,0.42625,0.385571,2381,3115,registered
95,2011-04-05T00:00:00Z,spring,0,4,0,Tues,1,2,0.414167,0.39835,0.642083,0.388067,1628,1795,registered
96,2011-04-06T00:00:00Z,spring,0,4,0,Wed,1,1,0.390833,0.387608,0.470833,0.263063,2395,2808,registered
97,2011-04-07T00:00:00Z,spring,0,4,0,Thu,1,1,0.4375,0.433696,0.602917,0.162312,2570,3141,registered
98,2011-04-08T00:00:00Z,spring,0,4,0,Fri,1,2,0.335833,0.324479,0.83625,0.226992,1299,1471,registered
99,2011-04-09T00:00:00Z,spring,0,4,0,Sat,0,2,0.3425,0.341529,0.8775,0.133083,1576,2455,registered
100,2011-04-10T00:00:00Z,spring,0,4,0,Sun,0,2,0.426667,0.426737,0.8575,0.146767,1707,2895,registered
101,2011-04-11T00:00:00Z,spring,0,4,0,Mon,1,2,0.595652,0.565217,0.716956,0.324474,2493,3348,registered
102,2011-04-12T00:00:00Z,spring,0,4,0,Tues,1,2,0.5025,0.493054,0.739167,0.274879,1777,2034,registered
103,2011-04-13T00:00:00Z,spring,0,4,0,Wed,1,2,0.4125,0.417283,0.819167,0.250617,1953,2162,registered
104,2011-04-14T00:00:00Z,spring,0,4,0,Thu,1,1,0.4675,0.462742,0.540417,0.1107,2738,3267,registered
105,2011-04-15T00:00:00Z,spring,0,4,1,Fri,0,1,0.446667,0.441913,0.67125,0.226375,2484,3126,registered
106,2011-04-16T00:00:00Z,spring,0,4,0,Sat,0,3,0.430833,0.425492,0.888333,0.340808,674,795,registered
107,2011-04-17T00:00:00Z,spring,0,4,0,Sun,0,1,0.456667,0.445696,0.479583,0.303496,2186,3744,registered
108,2011-04-18T00:00:00Z,spring,0,4,0,Mon,1,1,0.5125,0.503146,0.5425,0.163567,2760,3429,registered
109,2011-04-19T00:00:00Z,spring,0,4,0,Tues,1,2,0.505833,0.489258,0.665833,0.157971,2795,3204,registered
110,2011-04-20T00:00:00Z,spring,0,4,0,Wed,1,1,0.595,0.564392,0.614167,0.241925,3331,3944,registered
111,2011-04-21T00:00:00Z,spring,0,4,0,Thu,1,1,0.459167,0.453892,0.407083,0.325258,3444,4189,registered
112,2011-04-22T00:00:00Z,spring,0,4,0,Fri,1,2,0.336667,0.321954,0.729583,0.219521,1506,1683,registered
113,2011-04-23T00:00:00Z,spring,0,4,0,Sat,0,2,0.46,0.450121,0.887917,0.230725,2574,4036,registered
114,2011-04-24T00:00:00Z,spring,0,4,0,Sun,0,2,0.581667,0.551763,0.810833,0.192175,2481,4191,registered
115,2011-04-25T00:00:00Z,spring,0,4,0,Mon,1,1,0.606667,0.5745,0.776667,0.185333,3300,4073,registered
116,2011-04-26T00:00:00Z,spring,0,4,0,Tues,1,1,0.631667,0.594083,0.729167,0.3265,3722,4400,registered
117,2011-04-27T00:00:00Z,spring,0,4,0,Wed,1,2,0.62,0.575142,0.835417,0.3122,3325,3872,registered
118,2011-04-28T00:00:00Z,spring,0,4,0,Thu,1,2,0.6175,0.578929,0.700833,0.320908,3489,4058,registered
119,2011-04-29T00:00:00Z,spring,0,4,0,Fri,1,1,0.51,0.497463,0.457083,0.240063,3717,4595,registered
120,2011-04-30T00:00:00Z,spring,0,4,0,Sat,0,1,0.4725,0.464021,0.503333,0.235075,3347,5312,registered
121,2011-05-01T00:00:00Z,spring,0,5,0,Sun,0,2,0.451667,0.448204,0.762083,0.106354,2213,3351,registered
122,2011-05-02T00:00:00Z,spring,0,5,0,Mon,1,2,0.549167,0.532833,0.73,0.183454,3554,4401,registered
123,2011-05-03T00:00:00Z,spring,0,5,0,Tues,1,2,0.616667,0.582079,0.697083,0.342667,3848,4451,registered
124,2011-05-04T00:00:00Z,spring,0,5,0,Wed,1,2,0.414167,0.40465,0.737083,0.328996,2378,2633,registered
125,2011-05-05T00:00:00Z,spring,0,5,0,Thu,1,1,0.459167,0.441917,0.444167,0.295392,3819,4433,registered
126,2011-05-06T00:00:00Z,spring,0,5,0,Fri,1,1,0.479167,0.474117,0.59,0.228246,3714,4608,registered
127,2011-05-07T00:00:00Z,spring,0,5,0,Sat,0,1,0.52,0.512621,0.54125,0.16045,3102,4714,registered
128,2011-05-08T00:00:00Z,spring,0,5,0,Sun,0,1,0.528333,0.518933,0.631667,0.0746375,2932,4333,registered
129,2011-05-09T00:00:00Z,spring,0,5,0,Mon,1,1,0.5325,0.525246,0.58875,0.176,3698,4362,registered
130,2011-05-10T00:00:00Z,spring,0,5,0,Tues,1,1,0.5325,0.522721,0.489167,0.115671,4109,4803,registered
131,2011-05-11T00:00:00Z,spring,0,5,0,Wed,1,1,0.5425,0.5284,0.632917,0.120642,3632,4182,registered
132,2011-05-12T00:00:00Z,spring,0,5,0,Thu,1,1,0.535,0.523363,0.7475,0.189667,4169,4864,registered
133,2011-05-13T00:00:00Z,spring,0,5,0,Fri,1,2,0.5125,0.4943,0.863333,0.179725,3413,4105,registered
134,2011-05-14T00:00:00Z,spring,0,5,0,Sat,0,2,0.520833,0.500629,0.9225,0.13495,2507,3409,registered
135,2011-05-15T00:00:00Z,spring,0,5,0,Sun,0,2,0.5625,0.536,0.867083,0.152979,2971,4553,registered
136,2011-05-16T00:00:00Z,spring,0,5,0,Mon,1,1,0.5775,0.550512,0.787917,0.126871,3185,3958,registered
137,2011-05-17T00:00:00Z,spring,0,5,0,Tues,1,2,0.561667,0.538529,0.837917,0.277354,3445,4123,registered
138,2011-05-18T00:00:00Z,spring,0,5,0,Wed,1,2,0.55,0.527158,0.87,0.201492,3319,3855,registered
139,2011-05-19T00:00:00Z,spring,0,5,0,Thu,1,2,0.530833,0.510742,0.829583,0.108213,3840,4575,registered
140,2011-05-20T00:00:00Z,spring,0,5,0,Fri,1,1,0.536667,0.529042,0.719583,0.125013,4008,4917,registered
141,2011-05-21T00:00:00Z,spring,0,5,0,Sat,0,1,0.6025,0.571975,0.626667,0.12065,3547,5805,registered
142,2011-05-22T00:00:00Z,spring,0,5,0,Sun,0,1,0.604167,0.5745,0.749583,0.148008,3084,4660,registered
143,2011-05-23T00:00:00Z,spring,0,5,0,Mon,1,2,0.631667,0.590296,0.81,0.233842,3438,4274,registered
144,2011-05-24T00:00:00Z,spring,0,5,0,Tues,1,2,0.66,0.604813,0.740833,0.207092,3833,4492,registered
145,2011-05-25T00:00:00Z,spring,0,5,0,Wed,1,1,0.660833,0.615542,0.69625,0.154233,4238,4978,registered
146,2011-05-26T00:00:00Z,spring,0,5,0,Thu,1,1,0.708333,0.654688,0.6775,0.19964199999999999,3919,4677,registered
147,2011-05-27T00:00:00Z,spring,0,5,0,Fri,1,1,0.681667,0.637008,0.65375,0.240679,3808,4679,registered
148,2011-05-28T00:00:00Z,spring,0,5,0,Sat,0,1,0.655833,0.612379,0.729583,0.230092,2757,4758,registered
149,2011-05-29T00:00:00Z,spring,0,5,0,Sun,0,1,0.6675,0.61555,0.81875,0.213938,2433,4788,registered
150,2011-05-30T00:00:00Z,spring,0,5,1,Mon,0,1,0.733333,0.671092,0.685,0.131225,2549,4098,registered
151,2011-05-31T00:00:00Z,spring,0,5,0,Tues,1,1,0.775,0.725383,0.636667,0.111329,3309,3982,registered
152,2011-06-01T00:00:00Z,spring,0,6,0,Wed,1,2,0.764167,0.720967,0.677083,0.207092,3461,3974,registered
153,2011-06-02T00:00:00Z,spring,0,6,0,Thu,1,1,0.715,0.643942,0.305,0.292287,4232,4968,registered
154,2011-06-03T00:00:00Z,spring,0,6,0,Fri,1,1,0.62,0.587133,0.354167,0.253121,4414,5312,registered
155,2011-06-04T00:00:00Z,spring,0,6,0,Sat,0,1,0.635,0.594696,0.45625,0.123142,3473,5342,registered
156,2011-06-05T00:00:00Z,spring,0,6,0,Sun,0,2,0.648333,0.616804,0.6525,0.138692,3221,4906,registered
157,2011-06-06T00:00:00Z,spring,0,6,0,Mon,1,1,0.678333,0.621858,0.6,0.121896,3875,4548,registered
158,2011-06-07T00:00:00Z,spring,0,6,0,Tues,1,1,0.7075,0.65595,0.597917,0.187808,4070,4833,registered
159,2011-06-08T00:00:00Z,spring,0,6,0,Wed,1,1,0.775833,0.727279,0.622083,0.136817,3725,4401,registered
160,2011-06-09T00:00:00Z,spring,0,6,0,Thu,1,2,0.808333,0.757579,0.568333,0.149883,3352,3915,registered
161,2011-06-10T00:00:00Z,spring,0,6,0,Fri,1,1,0.755,0.703292,0.605,0.140554,3771,4586,registered
162,2011-06-11T00:00:00Z,spring,0,6,0,Sat,0,1,0.725,0.678038,0.654583,0.15485,3237,4966,registered
163,2011-06-12T00:00:00Z,spring,0,6,0,Sun,0,1,0.6925,0.643325,0.747917,0.163567,2993,4460,registered
